GID,mean_ndvi
1996_549,0.6477056424434725
1996_511,0.5820950049896361
1996_564,0.614394992998097
1998_668,0.7152572423821585
1999_453,0.5449771015656639
1999_432,0.5799793794687949
1999_432,0.5903443745783102
2000_386,0.6523898195935047
2002_723,0.6662603362483388
2002_623,0.7243655688980243
2002_655,0.7538180439451685
2003_708,0.6370735719572079
2006_729,0.6327724225847431
2009_430,0.6264035831912054
2009_443,0.6355260799162146
2011_733,0.61685121469366
2011_741,0.7241046630086001
2011_740,0.5994277852700151
2011_454,0.48437660149180767
2011_726,0.735062532913136
2012_1054,NA
2012_1056,0.6743624791972664
2012_704,0.7438979747461395
2013_1184,0.5771966157507828
1986_40,0.5700482005885589
1988_85,0.5280671879252146
1988_85,0.5611375391635457
1988_64,0.6292395422479464
1988_65,0.6307892949131124
1988_61,0.5385164318851894
1988_77,0.5568256115347355
1988_82,0.5048884581124512
1988_84,0.5515068936405767
1988_73,0.6775714087845272
1988_94,0.6900174614418022
1988_94,0.7016626566516577
1989_849,0.6770898337217249
1989_1037,0.6457203008588155
1989_964,0.648921288911462
1989_1326,0.6801375211046626
1989_1277,0.6598835481313479
1990_25,0.6845630947318923
1991_58,0.6986758543274637
2006_622,0.6172079954926571
2006_580,0.6992506895350491
2006_617,0.7041626885403354
2006_599,0.6915367650535665
2006_604,0.7277858717428127
2006_583,0.7268400416407369
2011_599,0.6745187809434353
2011_604,0.6580878774066133
2011_513,0.6963409903231987
2011_483,0.7061455055104222
2011_472,0.7373603004156539
2011_446,0.6376302845282481
2011_455,0.6975379180473943
2012_686,NA
2012_669,NA
2012_669,NA
2018_913,0.6074774841508224
2018_913,0.5519412698020959
2018_2101,0.666642010965759
2021_2328,NA
2021_1637,0.7524772677836478
2021_2225,0.6863007539594552
2021_1495,0.7477206215681861
2021_1066,0.6211172015786157
2023_171,0.7009910240513784
2023_177,0.7460858227986168
2023_159,0.6727702421912088
2023_201,0.6740877201169622
2023_175,0.7329302470863417
2023_174,0.6254848622942522
1988_41,0.6301809562962599
1988_40,0.6167046337528137
1988_33,0.5509589992812766
1988_37,0.5964001957630239
1988_26,0.6546076000636613
1988_30,0.5614910203554458
1988_34,0.5852748063114954
1995_1322,0.6845083526026501
1995_1276,0.6700465796039954
1995_1399,0.6944967200903402
1996_656,0.6826069055093293
1997_338,0.6178360055165546
2002_675,0.7588817553905317
2002_665,0.7632577434868801
2010_875,0.5420991210089059
2011_728,0.7970509297883904
2011_725,0.7809390953602676
2012_776,0.5803525977545754
2012_1043,0.6911100200460633
2012_1041,NA
2014_1475,0.6994658293720025
2015_1140,0.5940905932938854
2015_1145,0.5076969371166463
2015_1157,0.5706481347912423
2015_1148,0.6310014935619607
2015_1178,NA
2017_2361,0.6993453400177415
2018_2807,NA
2018_403,0.7806639228309439
2019_1238,0.6252550307105434
2020_526,0.6463648847264192
2021_2306,0.5811347281248637
2021_2316,0.5703547702311108
2021_2313,0.7503760491831336
2021_1988,0.7974686716473156
2021_1303,0.6392183869784007
1987_31,0.59566750675449
1988_38,0.6330045673470667
1988_43,0.5877712436494285
1988_42,0.6452093642557262
1994_10,0.6564513683651348
1995_1205,0.5892258806235915
1995_1241,0.5811226202765117
1995_1255,0.6396535975308784
1995_1250,0.5773866068231933
1995_1271,0.6264559366617636
1996_715,0.6898977314961299
1996_644,0.6714317871804854
2002_716,0.4993457109262574
2003_883,NA
2003_815,NA
2006_885,0.6637540794545185
1986_11,0.5086302290854133
2013_929,0.6462210796230778
2018_3146,0.7030095111893209
2018_736,NA
2018_736,NA
2021_2321,0.6610964876659691
2021_297,0.5956092114875268
2021_2223,0.6668394913613123
2021_277,0.5036933561391054
2021_277,0.6661190333164387
1995_1327,0.8057749519743469
1996_683,0.6287014193686518
2005_599,0.8514998017946326
2005_1001,0.8153664068526876
2005_530,0.7652567437118274
2006_742,0.8311941203217162
2006_745,0.772078781333972
2006_718,0.7935977378032328
2006_744,0.8004857476636595
2006_746,0.8124910157719418
2006_743,0.796029134191179
2011_723,0.8616945162777864
2011_724,0.8223199374979423
2012_795,0.8111845432493107
2018_561,0.8187393828690412
2023_1633,0.7775247540802875
2024_651,0.6823553299857653
1991_2,0.7846204181765002
1995_1315,0.5250274714213982
1995_1317,0.5229639103605994
2021_1204,0.6270048165555937
2021_1573,NA
